,Unnamed: 0,Username,Tweet,Polarity,Tweet_Tune,clean_tweet
287,287,Geo45,"Toronto police chief says suspect who reportedly had a gun has died, Reuters reports.  #CGTNAmerica",0.0,0,Toronto police chief says suspect who reportedly had a gun has died  Reuters reports   #CGTNAmerica
288,288,JonathanEilbeck,"The US gun debate is, to outsiders, baffling. The correct response seems obvious. And yet the obvious doesn't happen.

It's, to mix news stories, not dissimilar to the Johnson situation. It's obvious what Tory MPs should do to try to regain trust. And yet they do not. 1/3",0.0,0,The US gun debate is  to outsiders  baffling  The correct response seems obvious  And yet the obvious doesn t happen   It s  to mix news stories  not dissimilar to the Johnson situation  It s obvious what Tory MPs should do to try to regain trust  And yet they do not     
289,289,Mediadisdat,"Literally, never stop retweeting this.",0.0,0,Literally  never stop retweeting this 
290,290,mitchellpardo,"@HollowGamingAlt @ashley____s @adamcbest Make no mistake, history can repeat itself. Every government that has ever committed genocide started with gun restrictions and gun bans. Nothing new under the sun. That being said, I definitely believe there are things we can do to make it more difficult for someone to buy an AR",0.034090909090909,1,   Make no mistake  history can repeat itself  Every government that has ever committed genocide started with gun restrictions and gun bans  Nothing new under the sun  That being said  I definitely believe there are things we can do to make it more difficult for someone to buy an AR
291,291,GiGi29974313,".@ChuckGrassley and @SenJoniErnst have a choice to make – do they stand with the gun lobby, or with our nation’s children?",0.0,0,  and  have a choice to make   do they stand with the gun lobby  or with our nation s children 
292,292,plinss,Pretty striking how gun buying jumped sharply after a Black man was elected president. https://t.co/ndwI0Mxk6I,0.1145833333333333,1,Pretty striking how gun buying jumped sharply after a Black man was elected president     t co ndwI Mxk I
293,293,destinyt444,"Please help me create a list of Latinx/o/e, bilingual &amp; Spanish-speaking journalists covering the Uvalde massacre and the gun control debate so we amplify their work. So important to have the cultural fluency and language fluency to cover this horror with empathy and care.",0.25,1,Please help me create a list of Latinx o e  bilingual  amp  Spanish speaking journalists covering the Uvalde massacre and the gun control debate so we amplify their work  So important to have the cultural fluency and language fluency to cover this horror with empathy and care 
294,294,ashleyshreve0,"Wait, so gun control laws aren’t going to help prevent shootings but laws against abortion are supposed to stop abortions?",0.0,0,Wait  so gun control laws aren t going to help prevent shootings but laws against abortion are supposed to stop abortions 
295,295,progavalanche,"@WillRollinsCA is running in the new #CA41

“When I am in Congress, I will accept nothing less than long-lasting gun safety reforms that American families demand and deserve.”
-Will Rollins
Ken Calvert is taking NRA money, he is their stooge.
#LiveBlue2022
#DemVoice1 
#Fam46 https://t.co/sLK3aABAYL",-0.0101010101010101,-1, is running in the new #CA     When I am in Congress  I will accept nothing less than long lasting gun safety reforms that American families demand and deserve    Will Rollins Ken Calvert is taking NRA money  he is their stooge  #LiveBlue     #DemVoice   #Fam      t co sLK aABAYL
296,296,lacampbell099,"Hunter Biden lied on a Form 4473 to illegally purchase a gun, a felony punishable by up to 10 years in prison &amp; a $250K fine. His girlfriend then dumped that gun in the trash next to a school. He wasn’t even arrested. Why don’t we enforce existing laws before demanding new ones? https://t.co/viTOoAsvrH",0.0132575757575757,1,Hunter Biden lied on a Form      to illegally purchase a gun  a felony punishable by up to    years in prison  amp  a     K fine  His girlfriend then dumped that gun in the trash next to a school  He wasn t even arrested  Why don t we enforce existing laws before demanding new ones     t co viTOoAsvrH
297,297,JDPeace22,"Abortion - Not in the Constitution, but Democrats think it is.

Gun rights - In the Constitution but Democrats think it is not.",0.0,0,Abortion   Not in the Constitution  but Democrats think it is   Gun rights   In the Constitution but Democrats think it is not 
298,298,benson_mp8282,@patricklee6669 @DragonWriter04 @elletheridge @melindadenson1 @cliffschecter Not sure what that is.  What happened to talking about sensible gun laws?,-0.25,-1,     Not sure what that is   What happened to talking about sensible gun laws 
299,299,CassieBrockway,How is this possible?? Massive failure by law enforcement.,-0.1055555555555555,-1,How is this possible   Massive failure by law enforcement 
300,300,marguerr01,"Gun homicide rates by country….

https://t.co/ub33DTkSnN https://t.co/TJ2Ey4KFH5",0.0,0,Gun homicide rates by country       t co ub  DTkSnN    t co TJ Ey KFH 
301,301,apkgilmour,@ViewerOther @Sarabeth607 @LakotaMan1 My whole family hunts without that type of rifle. If they need that type of gun they should just stay home.,0.2,1,   My whole family hunts without that type of rifle  If they need that type of gun they should just stay home 
302,302,watt_cyrus,"Reply with a ""YES"" if you're part of the 88% of Americans who strongly support requiring background checks on all gun sales.",0.4333333333333333,1,Reply with a  YES  if you re part of the     of Americans who strongly support requiring background checks on all gun sales 
303,303,PLMilliron,@SCBMX @DailyCaller @my I don’t know of ANY gun owner who consistently complied with gun laws. They all believe they can pick and choose whatever laws and regulations they believe are correct. And ignore the others.,0.25,1,   I don t know of ANY gun owner who consistently complied with gun laws  They all believe they can pick and choose whatever laws and regulations they believe are correct  And ignore the others 
304,304,brimtzii,"Japan's process for buying a gun requires an interview with the police about why you need a gun, a psych evaluation, 3 different permits and a background check that includes interviews of family and neighbors.",0.0,0,Japan s process for buying a gun requires an interview with the police about why you need a gun  a psych evaluation    different permits and a background check that includes interviews of family and neighbors 
305,305,JackRayher,"Utter madness: As nation reels from Uvalde massacre, Supreme Court is expected to expand gun rights https://t.co/PwOps4loj9 via @YahooNews",-0.05,-1,Utter madness  As nation reels from Uvalde massacre  Supreme Court is expected to expand gun rights    t co PwOps loj  via 
306,306,TangleBritches,I’ve been following this policy for a decade. So has @andersoncooper. @benshapiro &amp; @realDailyWire same. Read Gavin DeBecker etc. for rationale. I wish the rest of the media would help.,0.0,0,I ve been following this policy for a decade  So has     amp   same  Read Gavin DeBecker etc  for rationale  I wish the rest of the media would help 
307,307,ZombiAssassin,Not the safest country on earth if this situation can happen so easily...,0.4333333333333333,1,Not the safest country on earth if this situation can happen so easily   
308,308,QasimRashid,"As you hear GOP block gun laws by blaming Chicago, remember:
•8 of top 10 deadliest cities in America for gun violence are in red states with weak gun laws
•Chicago ranks way down at #28
•Gun violence prevention requires *federal* laws—which GOP blocks
https://t.co/fvtw2zNeru",-0.0076388888888888,-1,As you hear GOP block gun laws by blaming Chicago  remember     of top    deadliest cities in America for gun violence are in red states with weak gun laws  Chicago ranks way down at #    Gun violence prevention requires  federal  laws which GOP blocks    t co fvtw zNeru
309,309,FreeJeremyNet,"We are tired of the cycle of violence, punishment and more violence.

More than 65 community organizations came together this week to demand that Mayor Lightfoot invests in addressing root causes of harm in our communities.

Read our joint letter here: https://t.co/sbnuGW1HoQ",0.1999999999999999,1,We are tired of the cycle of violence  punishment and more violence   More than    community organizations came together this week to demand that Mayor Lightfoot invests in addressing root causes of harm in our communities   Read our joint letter here     t co sbnuGW HoQ
310,310,ParkerSandi,Every student at every school in America should walk out of class and refuse to go back until we have sensible gun laws. Fuck this shit.,-0.2,-1,Every student at every school in America should walk out of class and refuse to go back until we have sensible gun laws  Fuck this shit 
311,311,VDejan0000,When you’re too dumb to make a point but think you’re a genius. 😂,-0.375,-1,When you re too dumb to make a point but think you re a genius   
312,312,Adamant72855850,"Yet...as I noted yesterday...

Libs PRIMARY RESPONSE is to blame the GOP for this...when they are LITERALLY THE ONES IN CHARGE of the cities choking under gun violence. 

https://t.co/I9r1cu82ig",0.4,1,Yet   as I noted yesterday     Libs PRIMARY RESPONSE is to blame the GOP for this   when they are LITERALLY THE ONES IN CHARGE of the cities choking under gun violence       t co I r cu  ig
313,313,LoveOrchid12,Where TF are the church 'leaders'? Why aren't clergy doing everything they can to stop this gun culture?,0.0,0,Where TF are the church  leaders   Why aren t clergy doing everything they can to stop this gun culture 
314,314,LennyChevere,It’s infuriating to hear that the Texas cops spent more time and effort shoving and threatening to arrest parents who were trying to rescue their children than the cops spent confronting the Gun Nut who was slaughtering those children. #AbbottCruzMassacre,-0.0699999999999999,-1,It s infuriating to hear that the Texas cops spent more time and effort shoving and threatening to arrest parents who were trying to rescue their children than the cops spent confronting the Gun Nut who was slaughtering those children  #AbbottCruzMassacre
315,315,ilydystint,"@jaamxs @nashaltt @uzifx_ @taschalt_ @nashedp0tat0ess America has 1.5% of the shootings worldwide, and has 5% of the population. We definitely do not have the highest shooting rate. And the reason schools are targeted is because of the fact that they are a no gun zone meaning that they are extremely vulnerable.",-0.25,-1,     America has      of the shootings worldwide  and has    of the population  We definitely do not have the highest shooting rate  And the reason schools are targeted is because of the fact that they are a no gun zone meaning that they are extremely vulnerable 
316,316,nickexperience,"Fwiw, Manchin told me this quote just over a week after Parkland in 2018:

“It feels a little different. I’ve got grandchildren also in the school systems, and I understand the concerns that every parent and grandparent has.”",-0.09375,-1,Fwiw  Manchin told me this quote just over a week after Parkland in         It feels a little different  I ve got grandchildren also in the school systems  and I understand the concerns that every parent and grandparent has  
317,317,wishywoshua,"the only things they should take from Shadow 2005:
1. Shadow should use a gun at least once
2. Shadow should ride a motorcycle
3. Shadow should say ""damn"" and ""hell""

everything else should be Sonic Adventure 2: The Movie",-0.15,-1,the only things they should take from Shadow          Shadow should use a gun at least once    Shadow should ride a motorcycle    Shadow should say  damn  and  hell   everything else should be Sonic Adventure    The Movie
318,318,Jennife58996304,"@Angry_Staffer Good Guy With A Gun Doesn't Stop Bad Guy With A Gun because He's too busy using his taser to stop parents desperate to save their own children.

Sick. https://t.co/dsUTGenKE0",-0.1023809523809523,-1, Good Guy With A Gun Doesn t Stop Bad Guy With A Gun because He s too busy using his taser to stop parents desperate to save their own children   Sick     t co dsUTGenKE 
319,319,EclecticRadical,@EclecticRadical The good guy with a gun almost never happens.,0.7,1, The good guy with a gun almost never happens 
320,320,pieslinger72,@atrupar Almost a third of adult Americans don't even own one gun.,0.2333333333333333,1, Almost a third of adult Americans don t even own one gun 
321,321,Jasmine9408,"Every reporter needs to ask these questions, and pursue these follow ups, with every pro-gun politician we have.",0.0,0,Every reporter needs to ask these questions  and pursue these follow ups  with every pro gun politician we have 
322,322,Calrtipper,There are walkouts in high schools across the entire United States today as kids demand action on gun violence. The whole world is watching as Republicans fight tooth and nail to maintain the status quo and allow these shootings to continue unabated.,0.115,1,There are walkouts in high schools across the entire United States today as kids demand action on gun violence  The whole world is watching as Republicans fight tooth and nail to maintain the status quo and allow these shootings to continue unabated 
323,323,camhardy513,2 teenagers shot near the Avondale Town Center. We have to address the gun violence in our city.,0.0,0,  teenagers shot near the Avondale Town Center  We have to address the gun violence in our city 
324,324,adorno1014,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0,BREAKING  Senate Republicans just blocked the Domestic Terrorism Prevention Act  which would have opened debate on gun reform measures 
325,325,DjKiss65,Why is wrong with these people?!!!!!,-1.0,-1,Why is wrong with these people      
326,326,lynalsadi,"BREAKING: After Republican Gov. Greg Abbott's goons eject Beto O'Rourke from a press conference for interrupting to demand he pass new gun laws Beto plants himself outside and continues to speak, calling for red flag laws, safe storage laws, and banning AR15s. RT TO THANK BETO!",0.1903409090909091,1,BREAKING  After Republican Gov  Greg Abbott s goons eject Beto O Rourke from a press conference for interrupting to demand he pass new gun laws Beto plants himself outside and continues to speak  calling for red flag laws  safe storage laws  and banning AR  s   TO THANK BETO 
327,327,pattydenke,"For the 2nd day in a row, Senate GOP adjourned without giving my colleagues &amp; me an opportunity to speak on gun violence &amp; the 2nd anniversary of George Floyd's murder 

Are we a representative democracy?? Do GOP colleagues not want to hear about issues Michiganders care about?🧵",0.0,0,For the  nd day in a row  Senate GOP adjourned without giving my colleagues  amp  me an opportunity to speak on gun violence  amp  the  nd anniversary of George Floyd s murder   Are we a representative democracy   Do GOP colleagues not want to hear about issues Michiganders care about  
328,328,Hoozlers,Breakthrough News: United States of Gun Violence https://t.co/u1zFf9QqGs via @YouTube,0.0,0,Breakthrough News  United States of Gun Violence    t co u zFf QqGs via 
329,329,XRPWealthy1,"Our nation needs to take a serious look at the state of mental health today.

Sometimes meds can be the problem.

America is failing our youngest generations from decades of rejecting good moral values and  teachings.

We don’t need more gun control.

We need to return to God.",0.1533333333333333,1,Our nation needs to take a serious look at the state of mental health today   Sometimes meds can be the problem   America is failing our youngest generations from decades of rejecting good moral values and  teachings   We don t need more gun control   We need to return to God 
330,330,kirbyallen00,"“I do believe that the skills that make moms good activists also makes them good lawmakers,” - @shannonrwatts, @MomsDemand founder and Emerge Advisory Board member 👏👏
https://t.co/r1WDlHt8mz",0.7,1, I do believe that the skills that make moms good activists also makes them good lawmakers        founder and Emerge Advisory Board member       t co r WDlHt mz
331,331,TWLadyGrey,@karennashleyy @foothands Ok so explain it to me then. Why would Cisternos win if Beto couldn't? How will a pro choice anti gun candidate win in that district? Yes. The election is close among democrats. But that's not the entirety of the voting population? How does Cisternos poll with independents?,0.7000000000000001,1,  Ok so explain it to me then  Why would Cisternos win if Beto couldn t  How will a pro choice anti gun candidate win in that district  Yes  The election is close among democrats  But that s not the entirety of the voting population  How does Cisternos poll with independents 
332,332,Adariusadams1,@JaMorant Probably not a good time to talk about anything with the word gun in it bro.,-0.35,-1, Probably not a good time to talk about anything with the word gun in it bro 
333,333,JDChapel,"@SenSchumer https://t.co/pMcKz6j0Kt
“This was not the first time that left-leaning Twitter prematurely blamed another sort of White man — you know, white supremacist, entitled, conservative, marinated in gun culture — for a massacre committed, in fact, by a different type of person.”",0.0625,1,    t co pMcKz j Kt  This was not the first time that left leaning Twitter prematurely blamed another sort of White man   you know  white supremacist  entitled  conservative  marinated in gun culture   for a massacre committed  in fact  by a different type of person  
334,334,Laccourtoray,"Senate Republicans just voted against the Domestic Terrorism Prevention Act, blocking a debate about racially motivated hate crimes, White supremacy, violent extremism, and gun violence in America. Instead of doing something, they choose to do nothing today.",-0.4,-1,Senate Republicans just voted against the Domestic Terrorism Prevention Act  blocking a debate about racially motivated hate crimes  White supremacy  violent extremism  and gun violence in America  Instead of doing something  they choose to do nothing today 
335,335,sean__trujillo,"@Smackeygames @SistroMondain @democratbae @Slugcrag @HillaryClinton first of all, more than half of all gun deaths are to suicide: https://t.co/MsGuBXWJdm

second, in 2007-2011, only 1% of non-fatal violent gun attacks were done by a defender against an attacker: https://t.co/4Hutwb4zSy

another source on these points: https://t.co/W4sAdDz9XJ",-0.0361111111111111,-1,     first of all  more than half of all gun deaths are to suicide     t co MsGuBXWJdm  second  in            only    of non fatal violent gun attacks were done by a defender against an attacker     t co  Hutwb zSy  another source on these points     t co W sAdDz XJ
336,336,BertforSpain,"We have to agree to never publicize the names of school shooters and other publicity-seeking mass murderers. This is not a gun or even a ""mental health"" issue. It's an issue of malevolent narcissists weaponizing mass media. Stop publishing their names and the problem will end.",-0.3416666666666666,-1,We have to agree to never publicize the names of school shooters and other publicity seeking mass murderers  This is not a gun or even a  mental health  issue  It s an issue of malevolent narcissists weaponizing mass media  Stop publishing their names and the problem will end 
337,337,geekwire,Think you can land on an aircraft carrier? #Microsoft releases ‘Top Gun’ expansion for ‘Flight Simulator’ https://t.co/0Gijfr8rKW @MSFSofficial #TopGun #flightsimulator #xbox,0.5,1,Think you can land on an aircraft carrier  #Microsoft releases  Top Gun  expansion for  Flight Simulator     t co  Gijfr rKW  #TopGun #flightsimulator #xbox
338,338,XBabyGirlTX,"""Why only in America?""

US Senator Ted Cruz walks away from @Stone_SkyNews after being asked if ""this is the moment to reform gun laws"" 

https://t.co/d2oBaP4KvW

#TedCruz #America #Texasshooting #gunlaws https://t.co/gL4TYeg04t",0.0,0, Why only in America    US Senator Ted Cruz walks away from  after being asked if  this is the moment to reform gun laws       t co d oBaP KvW  #TedCruz #America #Texasshooting #gunlaws    t co gL TYeg  t
339,339,cnsnews,"Sen. Dick Durbin says Senate Democrats have issued a ""good faith invitation"" for Republicans to join them in a conversation about gun control.
https://t.co/QmW6WxepqD",0.7,1,Sen  Dick Durbin says Senate Democrats have issued a  good faith invitation  for Republicans to join them in a conversation about gun control     t co QmW WxepqD
340,340,jb11070896,US political and media elites want you to believe that today’s horrific massacre was merely the product of “lax gun laws” and “untreated mental illness” because they don’t want you to come to terms with the fact that the US was created by and is maintained through mass murder.,-0.4,-1,US political and media elites want you to believe that today s horrific massacre was merely the product of  lax gun laws  and  untreated mental illness  because they don t want you to come to terms with the fact that the US was created by and is maintained through mass murder 
341,341,EllenThurnau,HAPPENING NOW: Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools. @CBS58 https://t.co/HaeOldRQCC,0.16,1,HAPPENING NOW  Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools      t co HaeOldRQCC
342,342,igorvolsky,"Biden while running for President in July 2020: 

""Compromise is not a dirty word; it’s how our government is designed to work...I’ve been able to bring Democrats and Republicans together in the United States Congress to pass big things, to deal with big issues.”

Biden now ⬇️",0.2,1,Biden while running for President in July          Compromise is not a dirty word  it s how our government is designed to work   I ve been able to bring Democrats and Republicans together in the United States Congress to pass big things  to deal with big issues    Biden now   
343,343,KarlDerGr0be,"LIVE NOW: Aerials of Oxford High School where students are staging a walk out to protest gun violence, calling for gun control action following the Texas elementary school shooting https://t.co/xqBrHqhrIb",0.1392727272727272,1,LIVE NOW  Aerials of Oxford High School where students are staging a walk out to protest gun violence  calling for gun control action following the Texas elementary school shooting    t co xqBrHqhrIb
344,344,i_rootbeer,BREAKING: Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a 47-47 split — it would have allowed debate on measures to combat mass shooting gun violence. RT IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS!,0.0,0,BREAKING  Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a       split   it would have allowed debate on measures to combat mass shooting gun violence   IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS 
345,345,GrenettaWater,"Let’s say it together:

Republicans do not care about the safety of you or your family.

#RepublicansAreTheProblem #VoteBlue 

Senate GOP blocks domestic terrorism bill, gun policy debate | AP News https://t.co/aU2olEzQUi",0.0,0,Let s say it together   Republicans do not care about the safety of you or your family   #RepublicansAreTheProblem #VoteBlue   Senate GOP blocks domestic terrorism bill  gun policy debate   AP News    t co aU olEzQUi
346,346,N8isl8,"You can’t carry a gun while carrying a cross.

It’s one or the other. 

The way of the gun, or the way of the cross.",-0.0416666666666666,-1,You can t carry a gun while carrying a cross   It s one or the other    The way of the gun  or the way of the cross 
347,347,dllundy1,"Democrats are already rejecting calls for more security and single entry points for schools (refusing to concede single points of entry with multiple exits is possible).  They only want gun control, which won't pass the Senate.  That means they want the issue, not a solution.",0.0595238095238095,1,Democrats are already rejecting calls for more security and single entry points for schools  refusing to concede single points of entry with multiple exits is possible    They only want gun control  which won t pass the Senate   That means they want the issue  not a solution 
348,348,BuscandoD,"The states with the strictest gun laws have the most gun violence, mainly because making things illegal doesn’t make them harder to get. 107,000 people overdosed on ILLEGAL drugs last year. Millions more did them. It’s time to move on from lazy talking points and think bigger.",-0.0203703703703703,-1,The states with the strictest gun laws have the most gun violence  mainly because making things illegal doesn t make them harder to get          people overdosed on ILLEGAL drugs last year  Millions more did them  It s time to move on from lazy talking points and think bigger 
349,349,ElvaHughey,BREAKING: Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting. https://t.co/hMdW0iNItZ,-0.1,-1,BREAKING  Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting     t co hMdW iNItZ
350,350,SparklingBlue,"WHO, EXACTLY, ARE WE SUPPOSED TO VOTE FOR IN NOVEMBER, WHEN NEITHER PARTY WILL DO ANYTHING ABOUT GUNS? https://t.co/lMwqb6RLYA",0.25,1,WHO  EXACTLY  ARE WE SUPPOSED TO VOTE FOR IN NOVEMBER  WHEN NEITHER PAY WILL DO ANYTHING ABOUT GUNS     t co lMwqb RLYA
351,351,cheech48310500,BREAKING: Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a 47-47 split — it would have allowed debate on measures to combat mass shooting gun violence. RT IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS!,0.0,0,BREAKING  Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a       split   it would have allowed debate on measures to combat mass shooting gun violence   IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS 
352,352,repairtheusps,"BREAKING: AOC shreds gun nut Rep. Lauren Boebert for claiming that you ""cannot legislate away evil"" to defend guns, says she should ""just quit"" instead of ""acting like a useless piece of furniture"" and letting babies get shot by AR15s. RT IF YOU THINK  THAT BOEBERT SHOULD RESIGN!",-0.5416666666666666,-1,BREAKING  AOC shreds gun nut Rep  Lauren Boebert for claiming that you  cannot legislate away evil  to defend guns  says she should  just quit  instead of  acting like a useless piece of furniture  and letting babies get shot by AR  s   IF YOU THINK  THAT BOEBE SHOULD RESIGN 
353,353,JerriPeake,"@cwebbonline @RpsAgainstTrump Republicans aren’t doing nothing. They’re doing the bidding of their big money donor, the NRA, &amp; actually loosening gun restrictions. They’re fighting tooth &amp; nail against any and all laws to regulate guns.",0.0,0,  Republicans aren t doing nothing  They re doing the bidding of their big money donor  the NRA   amp  actually loosening gun restrictions  They re fighting tooth  amp  nail against any and all laws to regulate guns 
354,354,veryBENeficial,"I've seen the aftermath of a young person's body shattered by a gun. I watched his parents fall to the floor, grasping for each other, making sounds that were barely human. I was 10, the age of the kids in the TX classroom. The body was my brother's. 🧵",-0.0083333333333333,-1,I ve seen the aftermath of a young person s body shattered by a gun  I watched his parents fall to the floor  grasping for each other  making sounds that were barely human  I was     the age of the kids in the TX classroom  The body was my brother s   
355,355,C0G1TO_ERG0_SUM,"The New York Times reports that a mere four Republican senators are ""open or undecided"" on new gun control legislation, with the other 46 being opposed or refusing to say. That's not gonna cut it. https://t.co/klbRF0xzb9",-0.0704545454545454,-1,The New York Times reports that a mere four Republican senators are  open or undecided  on new gun control legislation  with the other    being opposed or refusing to say  That s not gonna cut it     t co klbRF xzb 
356,356,gordon_goes,@Senseinobaka @Timcast There are federal background checks. This BS statement is really getting old. Go and try and buy a gun &amp; maybe you will understand that there are definitely required federal background checks already. 🤯,0.1,1,  There are federal background checks  This BS statement is really getting old  Go and try and buy a gun  amp  maybe you will understand that there are definitely required federal background checks already   
357,357,KarenJSchroeder,"Fwiw, Manchin told me this quote just over a week after Parkland in 2018:

“It feels a little different. I’ve got grandchildren also in the school systems, and I understand the concerns that every parent and grandparent has.”",-0.09375,-1,Fwiw  Manchin told me this quote just over a week after Parkland in         It feels a little different  I ve got grandchildren also in the school systems  and I understand the concerns that every parent and grandparent has  
358,358,RachelDisc,"congratulations America, I didn’t think you could outdo yourself but “cops threatening to stun gun Latino parents as their little kids were murdered” is a new zenith in Bipartisan National Death Drive",-0.0255681818181818,-1,congratulations America  I didn t think you could outdo yourself but  cops threatening to stun gun Latino parents as their little kids were murdered  is a new zenith in Bipartisan National Death Drive
359,359,PameLaFF,"Oxford High School students in Michigan walked out in protest over a lack of gun control laws and to show support for the victims of the school shooting in Uvalde, Texas. Oxford High School was the site of a mass shooting that killed four students in November 2021. https://t.co/nsA1Eh3TAT",0.04,1,Oxford High School students in Michigan walked out in protest over a lack of gun control laws and to show support for the victims of the school shooting in Uvalde  Texas  Oxford High School was the site of a mass shooting that killed four students in November          t co nsA Eh TAT
360,360,thebennatan,“Good guy with a gun” arguments are dumb but also a police officer has never been a “good guy with a gun.”,0.3416666666666666,1, Good guy with a gun  arguments are dumb but also a police officer has never been a  good guy with a gun  
361,361,MgMarshall1956,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0,Bullshit  Countries like Australia that have imposed strict gun control cut the instance of gun murders by     
362,362,ColetteGodfrey,@RantingCanadian @breakfasttv Nope because I’m not remotely interested in owning a gun or having anything to do with one! But more checks and balances can only be better for society as a whole,0.20875,1,  Nope because I m not remotely interested in owning a gun or having anything to do with one  But more checks and balances can only be better for society as a whole
363,363,Valerie49961720,"Gun violence is the number one cause of death for young people in the United States and as a result it is the number one cause of death of our future. 

In order to make Congress act every day Americans on the left and right must work together and demand action.",0.0971428571428571,1,Gun violence is the number one cause of death for young people in the United States and as a result it is the number one cause of death of our future    In order to make Congress act every day Americans on the left and right must work together and demand action 
364,364,CLBlackburn1,"Listen, shitlibs, the only answer to a bad guy with a gun is a good guy with a gun* 

*unless, of course, the good guys with the guns just decide to hang out outside while the bad guy when the gun murders children",3.7007434154171876e-17,1,Listen  shitlibs  the only answer to a bad guy with a gun is a good guy with a gun     unless  of course  the good guys with the guns just decide to hang out outside while the bad guy when the gun murders children
365,365,Dragonkingvs,Ah nuts https://t.co/pRgsyYGrH2,0.0,0,Ah nuts    t co pRgsyYGrH 
366,366,tigerwat48,"George Floyd robbed a pregnant woman at gun point. It’s not the same, you divisive psychopath.",0.1666666666666666,1,George Floyd robbed a pregnant woman at gun point  It s not the same  you divisive psychopath 
367,367,peaceliberty,@NatashaBertrand @HarrySandick @andersoncooper So much for a good guy with a gun! https://t.co/V6rGJk8vLD,0.5375,1,   So much for a good guy with a gun     t co V rGJk vLD
368,368,_RubyLeClaire,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0,BREAKING  Senate Republicans just blocked the Domestic Terrorism Prevention Act  which would have opened debate on gun reform measures 
369,369,HairylegsBiden,"Statistically speaking, the most effective laws for reducing gun violence and gun homicides is cracking down on straw purchasing...that is someone buying a gun for a person not legally able to have one. And it isn't even close.",0.1736111111111111,1,Statistically speaking  the most effective laws for reducing gun violence and gun homicides is cracking down on straw purchasing   that is someone buying a gun for a person not legally able to have one  And it isn t even close 
370,370,1818Sfguy,"So, Imma need a smart contrarian online ""leftist"" to explain to me whether or not it's still ""virtue signalling"" and ""politicizing this tragedy"" if *checks notes* your school just had a mass shooting 6 months ago?

(naw I'm just kidding; I know you folks are idiot liars already.)",-0.2119047619047619,-1,So  Imma need a smart contrarian online  leftist  to explain to me whether or not it s still  virtue signalling  and  politicizing this tragedy  if  checks notes  your school just had a mass shooting   months ago    naw I m just kidding  I know you folks are idiot liars already  
371,371,writedressjack,"@AP Texas, one of the most heavily armed states could not find a good man with a gun for a whole hour.",0.3,1, Texas  one of the most heavily armed states could not find a good man with a gun for a whole hour 
372,372,kcswon,"When asked about gun control in the wake of the horrific Texas elementary school shooting, GOP Senate candidate Herschel Walker, who recently won his primary in Georgia, said this -- and this is an EXACT quote:
“What I like to do is see it and everything and stuff.”",-0.0099999999999999,-1,When asked about gun control in the wake of the horrific Texas elementary school shooting  GOP Senate candidate Herschel Walker  who recently won his primary in Georgia  said this    and this is an EXACT quote   What I like to do is see it and everything and stuff  
373,373,ChristyReedy7,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1,I want you to remember a number             It s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA   That s the price for his silence and deflection  The real cost is our lives and the lives of our children 
374,374,thatdarndeb,Stop weaponizing mental illness to excuse inaction regarding common sense gun legislation.,-0.15,-1,Stop weaponizing mental illness to excuse inaction regarding common sense gun legislation 
375,375,PGourevitch,"so law enforcement followed the GOP playbook for gun massacres step by step: do nothing to stop it, wave away or outright attack those who cry for help, then lie about it all
https://t.co/Jef2U46Vj5",0.0,0,so law enforcement followed the GOP playbook for gun massacres step by step  do nothing to stop it  wave away or outright attack those who cry for help  then lie about it all    t co Jef U  Vj 
376,376,TacticsSirvival,I just got cancer watching this. And a lot of you are suggesting these as solutions it’s crazy to even try to respect y’all as people when you view everything like this.,-0.6,-1,I just got cancer watching this  And a lot of you are suggesting these as solutions it s crazy to even try to respect y all as people when you view everything like this 
